date	label	text
 2020 Mar 25 07:03:02	2	@originalspin Who do we blame and who is held accountable for there actions that started the virus in China cause n… https://t.co/CywSoawBLj
 2020 Mar 25 07:03:02	1	RT @JChengWSJ: @Kubota_Yoko Among U.S. companies, 57% said China sales would fall in 2020 if business doesn't return to normal before April…
 2020 Mar 25 07:03:02	0	"RT @senengduit: china ga salah
corona ga salah
yang salah itu cowo
titik."
 2020 Mar 25 07:03:02	0	RT @alishakaytyler_: China went into lockdown, everyone stayed indoors and today was the first day out of it and they can now walk around f…
 2020 Mar 25 07:03:01	1	RT @OpIndia_com: Taiwan wrote to WHO on 31st December asking about human-to-human spread, WHO ignored under Chinese pressure: Here is what…
 2020 Mar 25 07:03:01	1	"RT @IndiaToday: #IndiaFightsCorona : India reported a 55% drop in new cases on Tuesday #DIU 
More updates : https://t.co/QrXLQa9S0E https:/…"
 2020 Mar 25 07:03:01	2	@rosamariaartal EL CSIC miente y el otro miente vieron China nadie estudio la Edad Media como se extendió la peste… https://t.co/KE7v97kJhw
 2020 Mar 25 07:03:01	2	"@dmuthuk It deserves to be called ""China Virus"" but for another reason"
 2020 Mar 25 07:03:01	1	RT @SCMPNews: When you'd do anything to keep your baby safe in China amid the coronavirus pandemic https://t.co/zQ2kyoS8ob
 2020 Mar 25 07:03:01	1	"RT @Tomo20309138: @sharenewsjapan1 ...........................................。

So, where did he procure that amount of N95???
From China??"
 2020 Mar 25 07:03:01	0	"RT @RepMattGaetz: TONIGHT: I'll be on @TuckerCarlson to talk about my ""No CHINA Act"" I filed today and why US taxpayer dollars used in any…"
 2020 Mar 25 07:03:01	2	"I hate fake news 
As we speak , I am on my way to China✈ and Italy and see for myself what is happening there.😂✋"
 2020 Mar 25 07:03:01	0	"RT @arslan_hidayat: 46th video

#China continues to take advantage of #COVID19 &amp; the lack of int’l attention to the crisis in #EastTurkesta…"
 2020 Mar 25 07:03:01	1	"RT @TheSquind: Key steps taken by Modi govt since outbreak

On Jan 17, when there were barely 41 cases worldwide &amp; 1 death in Wuhan, India…"
 2020 Mar 25 07:03:01	1	RT @SZ: China hat anfänglich die #Corona-Krise verschleppt, jetzt inszeniert sich Peking als Retter Europas gegen das #Coronavirus. Das ist…
 2020 Mar 25 07:03:01	2	@anjanaomkashyap 🤫 China se kaun saval karega! Bythway China , Muzaffarpur nahi hai ! Jaha tuk muh utha ke घुस jaog… https://t.co/Y8DSm0FtoX
 2020 Mar 25 07:03:00	0	RT @alishakaytyler_: China went into lockdown, everyone stayed indoors and today was the first day out of it and they can now walk around f…
 2020 Mar 25 07:03:00	1	RT @JChengWSJ: China locked down Wuhan on Jan. 23. But experts say the most critical move was Feb. 2, when Wuhan divided cases into categor…
 2020 Mar 25 07:03:00	2	"The Tesla CEO acquired 1,200 ventilators from China to help Los Angeles' fight against the coronavirus.
 https://t.co/P9U5YJTyCU"
 2020 Mar 25 07:03:00	2	"RT @kandargalang: Mau ada virus Corona ato apapun, malah skrg ada virus baru dr China ""Hanta Virus"", yg lebih mematikan drpd virus Corona.…"
 2020 Mar 25 07:03:00	1	"Ha expulsado a los periodistas de The New York Times, The Wall Street Journal (WSJ) y The Washington Post. 
ANÁLISI… https://t.co/fC4sR52zYA"
 2020 Mar 25 07:03:00	2	@noemasol China sigue teniendo más infectados que Italia, pero sin embargo Italia tiene más muertos que China.
 2020 Mar 25 07:03:00	0	RT @ZainAbrams: @Mohan19671 @NomyNozwir Not being racist but China is not telling the whole truth..they are hiding something to protect the…
 2020 Mar 25 07:03:00	1	RT @mwelentuli: When China was epicenter it was they/them, when epicenter moved to Europe again it was they them now it's moving to the US…
 2020 Mar 25 07:03:00	2	"RT @winnie_poor: @jenniferatntd Zero case for Chinese Virus? Anyone still believe in #CCP China with their blank record??
#ChinaLiedPeopleD…"
 2020 Mar 25 07:03:00	1	"RT @ptcl_nhi_lgana: China is releasing viruses like Huawei and iPhone release their smartphone 
#Hantavirus https://t.co/ScyMxodsxv"
 2020 Mar 25 07:03:00	1	"RT @Airi_otome: 중국어 모르시는 분들 많을 것 같아서
#ChinaWakeUp  China🇨🇳
#nthroom_stop  Korea🇰🇷
#AV強要問題      Japan 🇯🇵
stop sex crime!
women stand togethe…"
 2020 Mar 25 07:02:59	2	Government announced permanent, tapi black market dorg macam tu jugak beroperasi mcm biasa. In fact, more demand. B… https://t.co/1xIWzFH2PR
 2020 Mar 25 07:02:59	0	RT @ParveenKaswan: China lied. People died.
 2020 Mar 25 07:02:59	2	RT @iskandar__fauzi: Waspadai penyebaran virus China yg disengaja kan oleh mereka di Indonesia,walau video ini bukan di Indonesia namun kit…
 2020 Mar 25 07:02:59	1	"RT @Liz_Wheeler: MSM lies about COVID-19:

- Trump told people to eat fish tank cleaner (he didn’t)
- Trump disbanded WH pandemic office (h…"
 2020 Mar 25 07:02:59	2	"USD 20 trillion lawsuit filed against China for 'creation, release of coronavirus'
https://t.co/kn7sWzOIGN
Source :… https://t.co/tEHoPAfPwU"
 2020 Mar 25 07:02:59	0	"True friend of Pakistan 
Pak_china friendship zindabad https://t.co/cSYZ9CWQz0"
 2020 Mar 25 07:02:59	1	@giuliapompili @ilfoglio_it @lucianocapone The Chinese trolls on FB and Twitter have been extremely active in sprea… https://t.co/GpRtD0x0T5
 2020 Mar 25 07:02:59	2	RT @abrarkadab: World must put sanctions on China, ban Chinese and get billions from China to countries in compensation for exporting China…
 2020 Mar 25 07:02:59	1	"RT @existentialcoms: By Jan 22nd China had 17 deaths, they quarantined all of greater Wuhan, and invited WHO to give a report.

By March 7t…"
 2020 Mar 25 07:02:59	2	@RFS_China 阴 历 生 日
 2020 Mar 25 07:02:59	2	"RT @ulat_bulu_bulu: News : Man dies from #Hantavirus in China.

Others countries : https://t.co/KTIa792ITA"
 2020 Mar 25 07:02:59	2	@rahulkanwal Such restrictions will be easy to implement only if bjp forms government in China!
 2020 Mar 25 07:02:59	1	"RT @aulmaulidiana: Nih china ternak virus apa gmn ya? Blm kelar corona dah ada lagi hantavirus
Emang sih penyebaran nya ga lewat manusia ke…"
 2020 Mar 25 07:02:59	0	"RT @ABC: ""You don't appreciate your breath until it's taken away.""

A woman documented her experience with coronavirus in the hospital for…"
 2020 Mar 25 07:02:59	2	RT @alishakaytyler_: China went into lockdown, everyone stayed indoors and today was the first day out of it and they can now walk around f…
 2020 Mar 25 07:02:58	2	"@petrogustavo China ocultó por varias semanas la existencia del virus. No sé que tanto haya protegido la vida con esa ""actitud""."
 2020 Mar 25 07:02:58	1	@MajorPoonia @Satishlowanshii China leadership's mad desire to be world leader comes what way put the entire human… https://t.co/abwZN77g3U
 2020 Mar 25 07:02:58	1	RT @juancristonomo: Gracias a CFK ya tenemos base china y agentes cubanos de delantal blanco. Solo faltan los rusos. Descansen
 2020 Mar 25 07:02:58	1	RT @paultykwinski1: is this north Korea or china ?
 2020 Mar 25 07:02:58	1	RT @ScottGottliebMD: This pathogen brought China to a standstill, with perhaps greater lethality than Spanish Flu. Many middle-aged people…
 2020 Mar 25 07:02:58	0	"RT @EccEveryday: #CoronaVirusHoax
#MassComplianceCoercion

#Drones, megaphones, neon vests, police: #China plays out the NWO-Crime-Cabal's…"
 2020 Mar 25 07:02:58	2	RT @GordonGChang: Last year, we Americans thought the victims of the Communist Party were all far away, in #China itself or in nearby #Hong…
 2020 Mar 25 07:02:58	1	@CharlotteLeslie PHE says we only need to wear full PPE in ITU or with APG. In Wuhan, China, nurses get better prot… https://t.co/T7brbVtLfU
 2020 Mar 25 07:02:57	2	"RT @IndoPac_Info: #Chinese Maritime Militia on the Move in Disputed Spratly Islands

Even as a #coronavirus crisis sweeps through Asia, #Ch…"
 2020 Mar 25 07:02:57	1	"RT @RyanAFournier: Here is a few things in the new China Virus stimulus bill:

- $1200 checks to many Americans.
- $357B loan program to sm…"
 2020 Mar 25 07:02:57	1	RT @Rconstantino: Nós temos visto VÁRIOS exemplos como este, de empresários doando recursos, equipamentos e energia para combater o coronav…
 2020 Mar 25 07:02:57	0	"RT @GobernoAlem: España tiene más sanitarios infectados por COVID-19 que Italia y China.
Años y años de recortes en sanidad y destrucción d…"
date	label	text
 2020 Mar 25 07:03:15	1	"RT @LiuyiYiliu: China space news confirmed LM-5B finished rehearsal,
and new generation crewed spaceship completed all test. https://t.co/r…"
 2020 Mar 25 07:03:15	1	"RT @djwanthder: - #Hantavirus en China
- Terremoto en Rusia
- Alerta de tsunami Hawai
- Posible alerta de tsunami Chile
- No se la consigue…"
 2020 Mar 25 07:03:14	1	RT @lemasabachthani: germany lies about deaths as china did
 2020 Mar 25 07:03:14	1	RT @MaitreyaBhakal: Plot twist: The coronavirus was a bioweapon unleashed by Taiwan - with the help of its ally Palau - to destabilize Chin…
 2020 Mar 25 07:03:14	2	@DanCChamberlain @chesleydohl https://t.co/erh2EJ5ziF
 2020 Mar 25 07:03:14	1	RT @AleColarizi: China's premier warns local officials not to 'cover up' new Covid-19 cases as Hubei reopens https://t.co/0BWpo5uWPh
 2020 Mar 25 07:03:14	2	RT @lindsey_brink: A brief reminder that the only reason we're in a shutdown now is because of criminally negligent underreaction on Trump'…
 2020 Mar 25 07:03:14	2	@realDonaldTrump thank you, Trump. U make China great again.
 2020 Mar 25 07:03:14	1	Engineered in N. Carolina, spliced w/ biotech from Australia, bought by Wuhan Labs, China &amp; now sperging its way ac… https://t.co/fyrSefvdOT
 2020 Mar 25 07:03:14	2	"RT @__Kimberly1: 🚩
This is the longest something made in China has ever lasted

(Watch to end)
 https://t.co/1ZKoUd06Ap"
 2020 Mar 25 07:03:14	2	You're delusional if you think that China (whom the US owes TRILLION) gives a sh*t about your rhetoric.… https://t.co/yN6wiv8wTq
 2020 Mar 25 07:03:14	2	"#Corona vs #Hantavirus 
Made in china https://t.co/nWWT0kk7EY"
 2020 Mar 25 07:03:13	1	RT @PrisonPlanet: A passenger who died on a bus in China tested positive for a completely different virus than COVID-19 because he ate rats…
 2020 Mar 25 07:03:13	2	Ketiadaan Khilafah Umat Islam Kehilangan Prisainya yang melindungi dari berbagai serangan Orang Kafir. Seperti di I… https://t.co/TQMAeyrYuq
 2020 Mar 25 07:03:13	1	"RT @montydonohew: President Trump is a racist for saying ""Chinese virus""?  Supposed to call it Covid-19? Do you know what COVID-19 means? C…"
 2020 Mar 25 07:03:13	2	"RT @ipandacom: You guys must be envious of my talent!
臺上三分鐘，臺下苦練功，你們這般打擾可是嫉妒我的才華？

#panda #giantpanda #animal #pet #adorable #China #travel…"
 2020 Mar 25 07:03:13	2	"RT @Hilmi28: Jangan sebut ini virus China, nanti ada yg marah lagi...

https://t.co/lMjxSTjwpS"
 2020 Mar 25 07:03:13	2	RT @davidfrawleyved: World should call it as ‘Wuhan Virus’ or ‘China Virus’ instead of Novel Corona or Covid-19 Virus - Here’s Why? https:/…
 2020 Mar 25 07:03:13	1	"IS THE TRUMP ADMIN READY ?
1918 influenza pandemic killed 50 million ppl worldwide, 750k in US. Are we ready for is… https://t.co/ZiiP2SUkd9"
 2020 Mar 25 07:03:13	2	RT @alishakaytyler_: China went into lockdown, everyone stayed indoors and today was the first day out of it and they can now walk around f…
 2020 Mar 25 07:03:13	2	RT @RyanAFournier: BREAKING: Nevada Governor Steve Sisolak just banned the use of anti-malaria drugs for someone who has the China Virus.…
 2020 Mar 25 07:03:13	2	Live: China's information technology helps epidemic prevention and control #COVID19 https://t.co/PXGLiMKoPU
 2020 Mar 25 07:03:13	1	"~ 9% fatality
I think China lied https://t.co/Q2jIi5u7Lm"
 2020 Mar 25 07:03:13	1	RT @lindsey_brink: A brief reminder that the only reason we're in a shutdown now is because of criminally negligent underreaction on Trump'…
 2020 Mar 25 07:03:13	1	RT @SolomonYue: How would @TommyGooodGuy explain why Xinhua reporting Wuhan held an #WuhanCoronaVirus emergency response drill as early as…
 2020 Mar 25 07:03:13	1	RT @ianbremmer: @chenweihua If this was only focused on Muslims in India, would also be called “human rights violation” and “police brutali…
 2020 Mar 25 07:03:13	0	RT @KikeCimas: Más de 5000 sanitarios infectados. Peor que cualquier otro país del mundo. Peor que China. Peor que Italia. Peor que todo. E…
 2020 Mar 25 07:03:13	2	@eira38407483 @USA_China_Talk @SecPompeo 彭佩奥的主页我刚看过，声称确实捐了一亿给包括伊朗在内的七个国家和组织，难怪要发声明说自己去援助！啧啧啧，真个政府简直真是个马戏团啊！
 2020 Mar 25 07:03:13	0	@nthusharon Tell China that Taiwan will donate 100K boxes of tissues to them...
 2020 Mar 25 07:03:12	1	"RT @ImranKhan_IK7: #PMIK_ManOfCrisis
Prime minister says like China, we will also be able to control the coronavirus outbreak.. In Sha Alla…"
 2020 Mar 25 07:03:12	1	"RT @takaharasuiko: If you expect until end of May or June, July you won't be disappointed

Do that.

China took 3 months(more) with draconi…"
 2020 Mar 25 07:03:12	1	RT @rahulkanwal: Hope #CoronaVirus leads to a major debate and serious soul searching in #China It’s the eating habits of some folks there…
 2020 Mar 25 07:03:12	1	RT @KatyaSedgwick: Russia is like China, but incompetent, and a lot more fun.
 2020 Mar 25 07:03:12	2	RT @MothershipSG: China tourists ready to travel again in April as coronavirus cases subside https://t.co/6FAmUvsLad https://t.co/ao9sKPndtH
 2020 Mar 25 07:03:12	0	RT @iskandar__fauzi: Waspadai penyebaran virus China yg disengaja kan oleh mereka di Indonesia,walau video ini bukan di Indonesia namun kit…
 2020 Mar 25 07:03:12	2	RT @Carscoop: Hongqi L4 Is A New Suicide-Door Luxury Limousine From China | Carscoops https://t.co/bcoO7yk1oC
 2020 Mar 25 07:03:12	1	"RT @NaveerBinRazi: Now come to the virus. 

We all know the very basic information that came out like

- Appeared in china first
- bat soup…"
 2020 Mar 25 07:03:12	2	RT @Hispantv: Estigmatizar a #China con #COVID19 es una estrategia de #EEUU para encubrir el fracaso de sus propias políticas de gestión co…
 2020 Mar 25 07:03:11	1	"$20bn law suit filed against China by an American lawyer. Things were never clean, now getting dirtier. 
#COVID2019 #China #Coronavirus"
 2020 Mar 25 07:03:11	1	"RT @raykwong: Hong Kong is not China. 

(1/50,319) https://t.co/zn1CF32zjA"
 2020 Mar 25 07:03:11	2	RT @NumberNullity: In today’s Mandarin class we discussed lockdowns. In China you phone in sick. A team, dressed in PPE, comes to your hous…
 2020 Mar 25 07:03:11	2	"#21daylockdow
The entire world should watch CHINA as China seems to be helping Pakistan,Japan and others they like.… https://t.co/kz5mljPDxS"
 2020 Mar 25 07:03:11	1	"RT @Zeeshan8854079: #Hantavirus 
China discovered new virus 

Whole world right now https://t.co/gC6jgQ5EVa"
 2020 Mar 25 07:03:11	2	RT @spectatorindex: JUST IN: 47 new coronavirus cases in China
 2020 Mar 25 07:03:11	1	RT @BoboBichonFrise: Macau, most densely populated city in world, has kept China Virus at bay.  How?  Drastic, Immediate action.  #coronavi…
 2020 Mar 25 07:03:11	1	"RT @RyanAFournier: BREAKING: A $2 trillion economic stimulus deal has been reached between the White House and the Senate.

This will be us…"
 2020 Mar 25 07:03:11	2	RT @alishakaytyler_: China went into lockdown, everyone stayed indoors and today was the first day out of it and they can now walk around f…
 2020 Mar 25 07:03:11	2	"RT @aulmaulidiana: Nih china ternak virus apa gmn ya? Blm kelar corona dah ada lagi hantavirus
Emang sih penyebaran nya ga lewat manusia ke…"
 2020 Mar 25 07:03:11	1	The bottom line is that the Communist Government of China is responsible for the current Wuhan Virus/Chinese Flu Pa… https://t.co/ot4kSpukUj
 2020 Mar 25 07:03:10	1	RT @rahulkanwal: Hope #CoronaVirus leads to a major debate and serious soul searching in #China It’s the eating habits of some folks there…
 2020 Mar 25 07:03:10	1	"RT @allisonpearson: After this, let Made in China be a badge of shame. 
#coronavirus"
 2020 Mar 25 07:03:10	2	RT @merdekadotcom: Hantavirus China Hebohkan Publik, Kenali Penularan dan Gejalanya https://t.co/jlbKyaNaER
 2020 Mar 25 07:03:10	0	@_sabanaqvi Mam China knew the origin of the virus, that wuhan, so for them it was feasible to not lock down whole… https://t.co/dNU333BYyS
 2020 Mar 25 07:03:10	1	RT @drphiliplee1: I'm made in China Allison, should I be ashamed working for the NHS? https://t.co/va0Sw72mCq
 2020 Mar 25 07:03:10	1	"RT @taehive: #1 WW Digital Sales
#2 US Digital Sales
#9 BB Emerging Artist
#10 UK Single Sales

SN’s new version did that, adding to its 80…"
 2020 Mar 25 07:03:10	1	"RT @MD_HO_DrAaronFC: Orale @CarmenSalinasLo:

Que la propia Embajada de China te llame IGNORANTE, pues eso es lo que eres y dijeron la verd…"
 2020 Mar 25 07:03:10	2	RT @UnSubtleDesi: Every passing moment, I curse China from the bottom of my heart. The world disrupted because of an irresponsible, unthink…
 2020 Mar 25 07:03:09	0	"@XHNews China doesn't want the people to call ""China's Virus"". They only want the people to call "" COVID-19"". So wh… https://t.co/Ra5WVBufPO"
 2020 Mar 25 07:03:09	2	RT @b_b_baconator: Well, it's official. The USA has a worse disease curve than any other country, including China, Italy, and Iran. @realDo…
 2020 Mar 25 07:03:09	1	@ChrisBEsq @JoeBiden Biden went on and on that Trump should let China do their thing. That they're not a threat to us.
 2020 Mar 25 07:03:09	1	RT @MaihenH: ATENCION | Científicos chinos están comenzando a hablar y dicen que COVID19 #VirusChino se originó en una instalación de armas…
 2020 Mar 25 07:03:09	1	RT @SZ: China hat anfänglich die #Corona-Krise verschleppt, jetzt inszeniert sich Peking als Retter Europas gegen das #Coronavirus. Das ist…
 2020 Mar 25 07:03:09	2	"RT @WashTimes: New law aims to block China from spying on U.S. telecommunications networks

https://t.co/RWWvGxAyfX"
 2020 Mar 25 07:03:09	0	RT @MailOnline: Man who died on a bus in China tests positive for deadly hantavirus that RATS spread to humans https://t.co/DGRnAxY2aS
 2020 Mar 25 07:03:09	1	RT @Squill_whispers: Meanwhile in Iran, they gather in a mosque to praise Allah for the deaths of Italians, and Americans due to the China…
 2020 Mar 25 07:03:09	1	RT @palkisu: Why hasn’t @UN taken up a discussion on #Coronavirus?Because the UNSC Chair for March is China.The monthly Chair decides the a…
 2020 Mar 25 07:03:09	1	RT @NiusDiario: 🔴#EnDirecto | El mundo rebasa la cifra de 420.000 contagiados al comienzo de este martes y se acerca a los 20.000 muertos…
 2020 Mar 25 07:03:09	0	"RT @MajorPoonia: Should we trust China ANYMORE after #CoronaVirus pandemic ?
Plz vote &amp; help me with 1 Lakh Retweets 👏"
 2020 Mar 25 07:03:09	1	IN an attempt to reduce our vulnerability, Britain is likely to become more self-sufficient by strengthening domest… https://t.co/aijOEHA0JM
 2020 Mar 25 07:03:09	1	"RT @nackseojang: 복붙 부탁드립니다
중국 해시태그에는 인종차별,비하 등 혐오스러운 내용이 포함되어 있다고 합니다 주의해주세요

#ChinaWakeUp  China🇨🇳
#nthroom_stop  Korea🇰🇷
#AV強要問題      Jap…"
 2020 Mar 25 07:03:08	2	"RT @goodrick8964: 看到病人痛苦惨死，世界愤怒的人越来越多了。老外開罵了：Fuck You China！ 整个世界因为你们在遭罪！

如果再加一个Fuck You CCP就更好了！世界需要这样的觉醒！希望听到更大的声音！
https://t.co/cBfiMQH…"
 2020 Mar 25 07:03:08	1	"Importing Chinese goods should be banned with immediate effect.
All China based industries in India should be close… https://t.co/ved0V1DH5D"
 2020 Mar 25 07:03:08	1	RT @rahulkanwal: Hope #CoronaVirus leads to a major debate and serious soul searching in #China It’s the eating habits of some folks there…
 2020 Mar 25 07:03:08	0	"RT @MajorPoonia: Should we trust China ANYMORE after #CoronaVirus pandemic ?
Plz vote &amp; help me with 1 Lakh Retweets 👏"
 2020 Mar 25 07:03:08	1	@petrogustavo @GustavoPetro no se puede ver a China como el gran héroe de la jornada. Un país con un sistema sanita… https://t.co/xZtVFwClRp
 2020 Mar 25 07:03:08	1	"RT @fthilbay: Sir, don't make it appear as if you were powerless prior to the Special Powers Law given by Congress.

You had all powers to…"
 2020 Mar 25 07:03:07	1	RT @spectatorindex: JUST IN: 47 new coronavirus cases in China
 2020 Mar 25 07:03:07	1	RT @_FrancoMunevarM: Los criminales que gobiernan la China comunista, los que acosaron y silenciaron a quienes dieron tan temprano la voz d…
 2020 Mar 25 07:03:07	1	RT @pirulexis: China estuvo 58 días confinada, de verdad creéis que esto se acaba el 11 de abril??
 2020 Mar 25 07:03:07	1	@UN @ICJ_org @antonioguterres. We request for a commision of inquiry to be set by UN for investigating whether Repu… https://t.co/xNdb0IiJEp
 2020 Mar 25 07:03:07	2	"RT @MajorPoonia: Should we trust China ANYMORE after #CoronaVirus pandemic ?
Plz vote &amp; help me with 1 Lakh Retweets 👏"
 2020 Mar 25 07:03:07	1	Understanding coronaviruses, breaking down Covid-19 via @SCMPgraphics  https://t.co/SoMkepjiSh #covid2019 #infographic #CoronavirusOutbreak
